"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Composure/Materials/Media/M_VideoPlateDefault.M_VideoPlateDefault","0","0","4","1","0.000000","0","0"
"/Composure/Materials/PassSetup/ComposureSimpleSetupMaterial.ComposureSimpleSetupMaterial","0","0","4","1","0.000000","0","0"
"/Composure/Materials/PassSetup/ComposureBeforeTranslucencySetBlack.ComposureBeforeTranslucencySetBlack","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/WireframeMaterial.WireframeMaterial","0","0","785","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/VertexColorMaterial.VertexColorMaterial","0","0","90","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","147","1","0.000000","0","0"
"/Engine/ArtTools/RenderToTexture/Materials/Debug/M_Emissive_Color.M_Emissive_Color","0","0","2","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","96","2","0.000000","0","0"
"/OculusVR/Materials/PokeAHoleMaterial.PokeAHoleMaterial","0","0","8","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","0","77","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","0","127","1","0.000000","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","0","77","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","0","77","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","1100","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","21","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","21","1","0.000000","0","0"
"/Game/StoreAssets/Construction_VOL1/Materials/Masters/MM_MasterMaterial_01.MM_MasterMaterial_01","0","0","934","9","0.000000","0","0"
"/Game/MSPresets/MS_DefaultMaterial/MS_DefaultMaterial.MS_DefaultMaterial","0","0","102","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","0"
"/Game/Megascans/PhotoR_Backgrounds/Materials/Mountain_Summer/pr_background_mountain_e_M_summer.pr_background_mountain_e_M_summer","0","0","21","1","0.000000","0","0"
"/Game/Megascans/PhotoR_Backgrounds/Materials/Mountain_Summer/pr_background_mountain_d_M_summer.pr_background_mountain_d_M_summer","0","0","21","1","0.000000","0","0"
"/Game/Megascans/PhotoR_Backgrounds/Materials/Mountain_Summer/pr_background_mountain_c_M_summer.pr_background_mountain_c_M_summer","0","0","21","1","0.000000","0","0"
"/Game/StoreAssets/VehicleVarietyPack/Materials/Pickup/M_Pickup_Body.M_Pickup_Body","0","0","33","1","0.000000","0","0"
"/Game/StoreAssets/VehicleVarietyPack/Materials/Pickup/M_Pickup_Grey.M_Pickup_Grey","0","0","33","1","0.000000","0","0"
"/Game/StoreAssets/VehicleVarietyPack/Materials/SUV/M_SUV_BLUE.M_SUV_BLUE","0","0","33","1","0.000000","0","0"
"/Game/StoreAssets/VehicleVarietyPack/Materials/SUV/M_SUV_Body.M_SUV_Body","0","0","33","1","0.000000","0","0"
"/Game/StoreAssets/VehicleVarietyPack/Materials/SUV/M_SUV_BROWN.M_SUV_BROWN","0","0","33","1","0.000000","0","0"
"/Game/Megascans/PhotoR_Backgrounds/Materials/Mountain_Summer/pr_background_mountain_a_M_summer.pr_background_mountain_a_M_summer","0","0","21","1","0.000000","0","0"
"/Game/Assets/Melvin_assets/Cottage/Cottage_Materials/Cottage_shed_01.Cottage_shed_01","0","0","21","1","0.000000","0","0"
"/Game/StoreAssets/VehicleVarietyPack/Materials/SUV/M_SUV_BROWN1.M_SUV_BROWN1","0","0","33","1","0.000000","0","0"
"/Game/Assets/Melvin_assets/Cottage/Cottage_Materials/Cottage_Roof_02_Matt.Cottage_Roof_02_Matt","0","0","12","1","0.000000","0","0"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/Grass/M_GrassGroup.M_GrassGroup","0","0","98","1","0.000000","0","0"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/Farn/M_farn_material.M_farn_material","0","0","196","2","0.000000","0","0"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/RocksSmall/M_smallRocks_material.M_smallRocks_material","0","0","82","1","0.000000","0","0"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/Bough/M_bough_leafs_noWind.M_bough_leafs_noWind","0","0","98","1","0.000000","0","0"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/Bough/M_bough_bark.M_bough_bark","0","0","82","1","0.000000","0","0"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/GrassBush/M_grass_bush_billboard_main_mat.M_grass_bush_billboard_main_mat","0","0","98","1","0.000000","0","0"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/GrassBush/M_grass_bush_mat.M_grass_bush_mat","0","0","98","1","0.000000","0","0"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/Bush/M_bush_lod03.M_bush_lod03","0","0","98","1","0.000000","0","0"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/Bush/M_bush_leafs_material.M_bush_leafs_material","0","0","294","3","0.000000","0","0"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/Bush/M_bush_bark_material.M_bush_bark_material","0","0","294","3","0.000000","0","0"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/Nettel/M_Nettle_lod03.M_Nettle_lod03","0","0","98","1","0.000000","0","196"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/Nettel/M_nessel_leafs.M_nessel_leafs","0","0","98","1","0.000000","0","0"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/Clover/M_clover_mat.M_clover_mat","0","0","98","1","0.000000","0","0"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/Pines/M_pines_lod3.M_pines_lod3","0","0","98","1","0.000000","0","0"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/Pines/M_tree_pine_Leafs_Material.M_tree_pine_Leafs_Material","0","0","196","2","0.000000","0","0"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/Pines/M_tree_pine_bark_diffuse_material.M_tree_pine_bark_diffuse_material","0","0","196","2","0.000000","0","0"
"/Game/STF/Pack03-LandscapePro/Environment/Landscape/Landscape/M_landscapeGround_ajustabel.M_landscapeGround_ajustabel","0","0","1075","11","0.000000","0","1075"
"/Game/Assets/Chris_assets/ref_img/mat_mapref.mat_mapref","0","0","40","1","0.000000","0","0"
"/Game/Assets/Chris_assets/Billboard/mat_billboard_pearly.mat_billboard_pearly","0","0","21","1","0.000000","0","0"
"/Game/Assets/Alex_assets/Water_Tower/Var2/Water_Tower_Material_Var2.Water_Tower_Material_Var2","0","0","21","1","0.000000","0","0"
"/Game/Assets/Alex_assets/Water_Tower/Var1/Water_Tower_Material.Water_Tower_Material","0","0","21","1","0.000000","0","0"
"/Game/Assets/Alex_assets/Tunnel_New/Entrance/NewMaterial.NewMaterial","0","0","51","1","0.000000","0","0"
"/Game/Assets/Alex_assets/Road_Assets/Stop_Sign/Stop_Sign_Material.Stop_Sign_Material","0","0","21","1","0.000000","0","0"
"/Game/Assets/Alex_assets/Road_Assets/Speed_Limit_Sign/Speed_Limit_Sign_Material.Speed_Limit_Sign_Material","0","0","21","1","0.000000","0","0"
"/Game/Assets/Alex_assets/Road_Assets/NextCity_Sign/Var2/NextCity_Sign_2.NextCity_Sign_2","0","0","21","1","0.000000","0","0"
"/Game/Assets/Alex_assets/Road_Assets/NextCity_Sign/Var1/NextCity_Sign.NextCity_Sign","0","0","21","1","0.000000","0","0"
"/Game/Assets/Alex_assets/Road_Assets/Light_Post/Light_Post_Material.Light_Post_Material","0","0","21","1","0.000000","0","0"
"/Game/Assets/Alex_assets/Road_Assets/Gas_Station_sign/Gas_Station_Sign_Material.Gas_Station_Sign_Material","0","0","21","1","0.000000","0","0"
"/Game/Assets/Alex_assets/Overpass/NewMaterial.NewMaterial","0","0","21","1","0.000000","0","0"
"/Game/Assets/Alex_assets/Mobile_House/Variation_4/MH_Var4.MH_Var4","0","0","21","1","0.000000","0","0"
"/Game/Assets/Alex_assets/Mobile_House/Variation_3/MH_Var3.MH_Var3","0","0","21","1","0.000000","0","0"
"/Game/Assets/Alex_assets/Mobile_House/Variation_2/MobileHouse_Var2.MobileHouse_Var2","0","0","21","1","0.000000","0","0"
"/Game/Assets/Alex_assets/Mobile_House/Variation_1/MobileHouse_Var1.MobileHouse_Var1","0","0","21","1","0.000000","0","0"
"/Game/Assets/Alex_assets/Lake_Chapel/Lake_Chapel_Material.Lake_Chapel_Material","0","0","21","1","0.000000","0","0"
"/Game/Assets/Alex_assets/Gas_Station/Gas_Station_Material.Gas_Station_Material","0","0","21","1","0.000000","0","0"
"/Game/Assets/Alex_assets/Football_Assets/Football_Assets_Material.Football_Assets_Material","0","0","21","1","0.000000","0","0"
"/Game/Assets/Alex_assets/Fishing_lodge/House/Fishing_Lodge_Material.Fishing_Lodge_Material","0","0","21","1","0.000000","0","0"
"/Game/Assets/Alex_assets/Fishing_lodge/Foundation/FishingLodgeMaterial.FishingLodgeMaterial","0","0","21","1","0.000000","0","0"
"/Game/Assets/Alex_assets/Fishing_lodge/Assets/Assets_Material.Assets_Material","0","0","21","1","0.000000","0","0"
"/Engine/EngineSky/M_SkyTimeOfDay.M_SkyTimeOfDay","0","0","8","1","0.000000","0","0"
"/Game/Assets/Alex_assets/Road_Assets/Electricity_Post/Electicity_Post_Material.Electicity_Post_Material","0","0","21","1","0.000000","0","0"
"/Game/Assets/Melvin_assets/Car_interior_Matt.Car_interior_Matt","0","0","36","1","0.000000","0","0"
"/Game/Assets/Melvin_assets/Car_exrterior_Matt.Car_exrterior_Matt","0","0","36","1","0.000000","0","0"
"/Game/Assets/Alex_assets/Tunnel_New/Piece/Tunnel_Piece_Material.Tunnel_Piece_Material","0","0","54","1","0.000000","0","0"
"/Game/Assets/Chris_assets/Billboard/mat_billboard_frank.mat_billboard_frank","0","0","21","1","0.000000","0","0"
"/Game/Assets/Chris_assets/Friankies/sign_frank_mat.sign_frank_mat","0","0","21","1","0.000000","0","0"
"/Game/Assets/Chris_assets/Friankies/diner_frank_mat.diner_frank_mat","0","0","21","1","0.000000","0","0"
"/Game/Assets/Chris_assets/Motel/mat_motel.mat_motel","0","0","51","1","0.000000","0","0"
"/Game/Assets/Chris_assets/Pearlygates/diner_pearly_mat.diner_pearly_mat","0","0","21","1","0.000000","0","0"
"/Game/Assets/Chris_assets/Pearlygates/sign_pearly_mat.sign_pearly_mat","0","0","21","1","0.000000","0","0"
"/Game/MSPresets/MS_DefaultMaterial_Fuzzy/MS_DefaultMaterial_Fuzzy.MS_DefaultMaterial_Fuzzy","0","0","47","1","0.000000","0","0"
"/Game/Assets/Alex_assets/road/NewRoadMaterial.NewRoadMaterial","0","0","42","1","0.000000","0","0"
"/Game/StoreAssets/VehicleVarietyPack/Materials/BoxTruck/M_BoxTruck_Interior.M_BoxTruck_Interior","0","0","33","1","0.000000","0","0"
"/Game/StoreAssets/VehicleVarietyPack/Materials/BoxTruck/M_BoxTruck_Chassis.M_BoxTruck_Chassis","0","0","33","1","0.000000","0","0"
"/Game/StoreAssets/VehicleVarietyPack/Materials/BoxTruck/M_BoxTruck_Box.M_BoxTruck_Box","0","0","33","1","0.000000","0","0"
"/Game/StoreAssets/VehicleVarietyPack/Materials/BoxTruck/M_BoxTruck_Body.M_BoxTruck_Body","0","0","33","1","0.000000","0","0"
"/Game/StoreAssets/VehicleVarietyPack/Materials/Masters/M_Glass.M_Glass","0","0","148","2","0.000000","0","0"
"/Game/StoreAssets/VehicleVarietyPack/Materials/SUV/M_SUV_Under.M_SUV_Under","0","0","33","1","0.000000","0","0"
"/Game/StoreAssets/VehicleVarietyPack/Materials/SUV/M_SUV_Interior.M_SUV_Interior","0","0","33","1","0.000000","0","0"
"/Game/StoreAssets/VehicleVarietyPack/Materials/Pickup/M_Pickup_Under.M_Pickup_Under","0","0","33","1","0.000000","0","0"
"/Game/StoreAssets/VehicleVarietyPack/Materials/Pickup/M_Pickup_Interior.M_Pickup_Interior","0","0","83","1","0.000000","0","0"
"/Game/StoreAssets/VehicleVarietyPack/Materials/Hatchback/M_Hatchback_Under.M_Hatchback_Under","0","0","33","1","0.000000","0","0"
"/Game/StoreAssets/VehicleVarietyPack/Materials/Hatchback/M_Hatchback_Interior.M_Hatchback_Interior","0","0","33","1","0.000000","0","0"
"/Game/StoreAssets/VehicleVarietyPack/Materials/Hatchback/M_Hatchback_Body.M_Hatchback_Body","0","0","33","1","0.000000","0","0"
"/Game/StoreAssets/MOUT_Civilian/Materials/Props/TrashCans/Master_Materials/MM_Trash_Can_01b.MM_Trash_Can_01b","0","0","21","1","0.000000","0","0"
"/Game/StoreAssets/MOUT_Civilian/Materials/Props/TrashCans/Master_Materials/MM_Trash_Can_01a.MM_Trash_Can_01a","0","0","21","1","0.000000","0","0"
"/Game/StoreAssets/MOUT_Civilian/Materials/Props/PostBox/M_Post_Box_01b.M_Post_Box_01b","0","0","21","1","0.000000","0","0"
"/Game/StoreAssets/MOUT_Civilian/Materials/Props/PostBox/M_Post_Box_01a.M_Post_Box_01a","0","0","21","1","0.000000","0","0"
"/Game/StoreAssets/MOUT_Civilian/Materials/Props/PoliceSign/M_PoliceStationSignage.M_PoliceStationSignage","0","0","21","1","0.000000","0","0"
"/Game/StoreAssets/MOUT_Civilian/Materials/Props/Playground/SwingSet/M_PlaygroundSwings.M_PlaygroundSwings","0","0","21","1","0.000000","0","0"
"/Game/StoreAssets/MOUT_Civilian/Materials/Props/Playground/ClimbingFrame/M_Rope.M_Rope","0","0","21","1","0.000000","0","0"
"/Game/StoreAssets/MOUT_Civilian/Materials/Props/Playground/ClimbingFrame/M_Wood.M_Wood","0","0","21","1","0.000000","0","0"
"/Game/StoreAssets/MOUT_Civilian/Materials/Props/Playground/ClimbingFrame/M_UniqueSet.M_UniqueSet","0","0","21","1","0.000000","0","0"
"/Game/StoreAssets/MOUT_Civilian/Materials/Props/ParkBench/M_Park_Bench_01.M_Park_Bench_01","0","0","21","1","0.000000","0","0"
"/Game/StoreAssets/MOUT_Civilian/Materials/Props/Fencing/Master_Material/MM_Fence.MM_Fence","0","0","42","1","0.000000","0","0"
"/Game/StoreAssets/MOUT_Civilian/Materials/Props/ClothesLine/Clothing/M_Towel_02.M_Towel_02","0","0","27","1","0.000000","0","0"
"/Game/StoreAssets/MOUT_Civilian/Materials/Props/ClothesLine/Clothing/M_Towel_01.M_Towel_01","0","0","27","1","0.000000","0","0"
"/Game/StoreAssets/MOUT_Civilian/Materials/Props/ClothesLine/Clothing/M_Shirt_02.M_Shirt_02","0","0","27","1","0.000000","0","0"
"/Game/StoreAssets/MOUT_Civilian/Materials/Props/ClothesLine/Clothing/M_Shirt_01.M_Shirt_01","0","0","27","1","0.000000","0","0"
"/Game/StoreAssets/MOUT_Civilian/Materials/Props/ClothesLine/Clothing/M_Pants.M_Pants","0","0","27","1","0.000000","0","0"
"/Game/StoreAssets/MOUT_Civilian/Materials/Props/ClothesLine/ClothesLine/M_ClothesLine_Rope.M_ClothesLine_Rope","0","0","21","1","0.000000","0","0"
"/Game/StoreAssets/MOUT_Civilian/Materials/Props/ClothesLine/ClothesLine/M_ClothesLines_Pole.M_ClothesLines_Pole","0","0","21","1","0.000000","0","0"
"/Game/StoreAssets/MOUT_Civilian/Materials/Props/ClothesLine/Clothing/M_Carpet.M_Carpet","0","0","27","1","0.000000","0","0"
"/Game/StoreAssets/MOUT_Civilian/Materials/Props/BusStop/M_BusStop_Glass.M_BusStop_Glass","0","0","40","1","0.000000","0","0"
"/Game/StoreAssets/MOUT_Civilian/Materials/Props/BusStop/M_BusStop.M_BusStop","0","0","21","1","0.000000","0","0"
"/Game/StoreAssets/VehicleVarietyPack/Materials/Pickup/M_Pickup_BLU.M_Pickup_BLU","0","0","33","1","0.000000","0","0"
"/Game/StoreAssets/VehicleVarietyPack/Materials/Hatchback/M_Hatchback_PANK.M_Hatchback_PANK","0","0","33","1","0.000000","0","0"
"/Game/StoreAssets/VehicleVarietyPack/Materials/Hatchback/M_Hatchback_ORANJE.M_Hatchback_ORANJE","0","0","33","1","0.000000","0","0"
"/Game/StoreAssets/VehicleVarietyPack/Materials/Hatchback/M_Hatchback_BRONZE.M_Hatchback_BRONZE","0","0","33","1","0.000000","0","0"
"/Game/Assets/Melvin_assets/Cottage/Cottage_Materials/Cottage_shed_3.Cottage_shed_3","0","0","21","1","0.000000","0","0"
"/Game/Assets/Melvin_assets/Cottage/Cottage_Materials/Cottage_shed_2.Cottage_shed_2","0","0","21","1","0.000000","0","0"
"/Game/Assets/Melvin_assets/Cottage/Cottage_Materials/Cottage_Roof_02_Matt_3.Cottage_Roof_02_Matt_3","0","0","12","1","0.000000","0","0"
"/Game/Assets/Melvin_assets/Cottage/Cottage_Materials/Cottage_Roof_01_matt_2.Cottage_Roof_01_matt_2","0","0","12","1","0.000000","0","0"
"/Game/Assets/Melvin_assets/Cottage/Cottage_Materials/Cottage_Roof_01_matt.Cottage_Roof_01_matt","0","0","12","1","0.000000","0","0"
"/Game/Assets/Melvin_assets/Cottage/Cottage_Materials/Cottage_Base_02_Matt1.Cottage_Base_02_Matt1","0","0","12","1","0.000000","0","0"
"/Game/Assets/Melvin_assets/Cottage/Cottage_Materials/Cottage_base_01_Matt3.Cottage_base_01_Matt3","0","0","12","1","0.000000","0","0"
"/Game/Assets/Melvin_assets/Cottage/Cottage_Materials/Cottage_base_01_Matt2.Cottage_base_01_Matt2","0","0","12","1","0.000000","0","0"
"/Game/Assets/Chris_assets/Billboard/mat_billboard_hollow.mat_billboard_hollow","0","0","21","1","0.000000","0","0"
"/Game/Assets/Alex_assets/Town_Hall_or_smth/town_hall_mat.town_hall_mat","0","0","21","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Game/Assets/Alex_assets/Store/Store_Material.Store_Material","0","0","21","1","0.000000","0","0"
"/Game/Assets/Melvin_assets/Cottage/Cottage_Materials/Cottage_base_01_Matt1.Cottage_base_01_Matt1","0","0","12","1","0.000000","0","0"
"/Landmass/PreviewContent/Water/Mats/M_Simple_River_01.M_Simple_River_01","0","0","24","1","0.000000","0","0"
"/Landmass/Landscape/BlueprintBrushes/Materials/Debug/DebugDrawing_CustomBrush.DebugDrawing_CustomBrush","0","0","8","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","0","16","1","0.000000","0","0"
"/Landmass/Landscape/Mats/Debug/Intersections.Intersections","0","0","10","1","0.000000","0","0"
"/Landmass/Landscape/BlueprintBrushes/Materials/M_SimpleBrush.M_SimpleBrush","0","0","2","1","0.000000","0","0"
"/Landmass/Landscape/BlueprintBrushes/Materials/LandmassBrush_Width.LandmassBrush_Width","0","0","2","1","0.000000","0","0"
"/Landmass/Landscape/BlueprintBrushes/Materials/LandmassBrush_Weightmap.LandmassBrush_Weightmap","0","0","2","1","0.000000","0","0"
"/Landmass/Landscape/BlueprintBrushes/Materials/LandmassBrush_Angle.LandmassBrush_Angle","0","0","2","1","0.000000","0","0"
"/Landmass/Landscape/BlueprintBrushes/Materials/CopyRT.CopyRT","0","0","8","1","0.000000","0","0"
"/Landmass/Landscape/BlueprintBrushes/Materials/CacheDistanceField_RG8.CacheDistanceField_RG8","0","0","8","1","0.000000","0","0"
"/Landmass/DistanceFields/Materials/JumpFloodStep.JumpFloodStep","0","0","8","1","0.000000","0","0"
"/Landmass/DistanceFields/Materials/DetectEdges.DetectEdges","0","0","8","1","0.000000","0","0"
"/Landmass/DistanceFields/Materials/BlurEdges.BlurEdges","0","0","8","1","0.000000","0","0"
